LOC_X,LOC_Y,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_MADE_FLAG,GAME_DATE,SEASON,PERIOD,ACTION_TYPE,SHOT_RESULT
-74,120,In The Paint (Non-RA),Left Side(L),8-16 ft.,0,20151028,2015-16,1,Jump Shot,Missed
0,1,Restricted Area,Center(C),Less Than 8 ft.,1,20151028,2015-16,1,Driving Dunk Shot,Made
-83,16,Mid-Range,Left Side(L),8-16 ft.,0,20151028,2015-16,2,Jump Shot,Missed
64,237,Above the Break 3,Center(C),24+ ft.,1,20151028,2015-16,4,Jump Shot,Made
107,7,Mid-Range,Right Side(R),8-16 ft.,0,20151028,2015-16,4,Jump Shot,Missed
0,1,Restricted Area,Center(C),Less Than 8 ft.,1,20151030,2015-16,1,Driving Dunk Shot,Made
-7,36,Restricted Area,Center(C),Less Than 8 ft.,1,20151030,2015-16,1,Tip Layup Shot,Made
169,198,Above the Break 3,Right Side Center(RC),24+ ft.,0,20151030,2015-16,2,Jump Shot,Missed
-233,95,Above the Break 3,Left Side Center(LC),24+ ft.,0,20151030,2015-16,2,Jump Shot,Missed
4,23,Restricted Area,Center(C),Less Than 8 ft.,1,20151030,2015-16,2,Layup Shot,Made
53,7,In The Paint (Non-RA),Center(C),Less Than 8 ft.,0,20151030,2015-16,3,Running Jump Shot,Missed
-19,26,Restricted Area,Center(C),Less Than 8 ft.,1,20151030,2015-16,4,Layup Shot,Made
-22,13,Restricted Area,Center(C),Less Than 8 ft.,1,20151030,2015-16,4,Driving Layup Shot,Made
37,62,In The Paint (Non-RA),Center(C),Less Than 8 ft.,0,20151030,2015-16,4,Jump Shot,Missed
33,61,In The Paint (Non-RA),Center(C),Less Than 8 ft.,0,20151031,2015-16,1,Jump Shot,Missed
-12,0,Restricted Area,Center(C),Less Than 8 ft.,1,20151031,2015-16,1,Layup Shot,Made
-6,257,Above the Break 3,Center(C),24+ ft.,1,20151031,2015-16,1,Jump Shot,Made
-34,36,In The Paint (Non-RA),Center(C),Less Than 8 ft.,0,20151031,2015-16,2,Running Jump Shot,Missed
78,36,In The Paint (Non-RA),Right Side(R),8-16 ft.,1,20151031,2015-16,3,Jump Bank Shot,Made
-1,21,Restricted Area,Center(C),Less Than 8 ft.,1,20151031,2015-16,3,Cutting Finger Roll Layup Shot,Made
69,7,In The Paint (Non-RA),Center(C),Less Than 8 ft.,0,20151103,2015-16,1,Jump Shot,Missed
228,8,Right Corner 3,Right Side(R),24+ ft.,1,20151103,2015-16,1,Jump Shot,Made
-232,7,Left Corner 3,Left Side(L),24+ ft.,0,20151103,2015-16,2,Jump Shot,Missed
127,7,Mid-Range,Right Side(R),8-16 ft.,0,20151103,2015-16,3,Jump Shot,Missed
73,57,In The Paint (Non-RA),Right Side(R),8-16 ft.,0,20151103,2015-16,3,Jump Shot,Missed
-1,19,Restricted Area,Center(C),Less Than 8 ft.,0,20151103,2015-16,3,Layup Shot,Missed
4,31,Restricted Area,Center(C),Less Than 8 ft.,0,20151103,2015-16,4,Jump Shot,Missed
74,237,Above the Break 3,Center(C),24+ ft.,1,20151104,2015-16,3,Step Back Jump shot,Made
-52,2,In The Paint (Non-RA),Center(C),Less Than 8 ft.,0,20151104,2015-16,3,Jump Shot,Missed
55,259,Above the Break 3,Center(C),24+ ft.,1,20151104,2015-16,3,Jump Shot,Made
-35,36,In The Paint (Non-RA),Center(C),Less Than 8 ft.,0,20151104,2015-16,4,Jump Shot,Missed
-16,11,Restricted Area,Center(C),Less Than 8 ft.,0,20151104,2015-16,4,Layup Shot,Missed
17,7,Restricted Area,Center(C),Less Than 8 ft.,0,20151106,2015-16,1,Layup Shot,Missed
-169,178,Above the Break 3,Left Side Center(LC),24+ ft.,1,20151106,2015-16,1,Jump Shot,Made
15,77,In The Paint (Non-RA),Center(C),Less Than 8 ft.,1,20151106,2015-16,2,Running Jump Shot,Made
4,264,Above the Break 3,Center(C),24+ ft.,0,20151106,2015-16,2,Jump Shot,Missed
10,41,In The Paint (Non-RA),Center(C),Less Than 8 ft.,1,20151106,2015-16,2,Cutting Finger Roll Layup Shot,Made
9,13,Restricted Area,Center(C),Less Than 8 ft.,1,20151106,2015-16,3,Layup Shot,Made
28,21,Restricted Area,Center(C),Less Than 8 ft.,1,20151106,2015-16,3,Cutting Layup Shot,Made
20,11,Restricted Area,Center(C),Less Than 8 ft.,1,20151106,2015-16,3,Driving Layup Shot,Made
-45,262,Above the Break 3,Center(C),24+ ft.,1,20151106,2015-16,3,Jump Shot,Made
-79,16,In The Paint (Non-RA),Left Side(L),8-16 ft.,1,20151106,2015-16,4,Jump Shot,Made
10,277,Above the Break 3,Center(C),24+ ft.,0,20151107,2015-16,2,Jump Shot,Missed
-12,65,In The Paint (Non-RA),Center(C),Less Than 8 ft.,0,20151107,2015-16,3,Floating Jump shot,Missed
2,262,Above the Break 3,Center(C),24+ ft.,0,20151107,2015-16,3,Jump Shot,Missed
-235,23,Left Corner 3,Left Side(L),24+ ft.,1,20151107,2015-16,3,Jump Shot,Made
37,21,In The Paint (Non-RA),Center(C),Less Than 8 ft.,1,20151107,2015-16,3,Layup Shot,Made
-168,193,Above the Break 3,Left Side Center(LC),24+ ft.,1,20151107,2015-16,3,Jump Shot,Made
-29,18,Restricted Area,Center(C),Less Than 8 ft.,1,20151107,2015-16,4,Cutting Layup Shot,Made
236,21,Right Corner 3,Right Side(R),24+ ft.,0,20151109,2015-16,1,Jump Shot,Missed
28,11,Restricted Area,Center(C),Less Than 8 ft.,1,20151109,2015-16,1,Layup Shot,Made
38,75,In The Paint (Non-RA),Center(C),8-16 ft.,0,20151109,2015-16,1,Jump Shot,Missed
-2,65,In The Paint (Non-RA),Center(C),Less Than 8 ft.,0,20151109,2015-16,2,Floating Jump shot,Missed
-14,28,Restricted Area,Center(C),Less Than 8 ft.,1,20151109,2015-16,2,Driving Layup Shot,Made
-12,278,Above the Break 3,Center(C),24+ ft.,0,20151109,2015-16,2,Jump Shot,Missed
22,23,Restricted Area,Center(C),Less Than 8 ft.,0,20151109,2015-16,2,Cutting Layup Shot,Missed
228,2,Right Corner 3,Right Side(R),24+ ft.,1,20151109,2015-16,3,Jump Shot,Made
1,244,Above the Break 3,Center(C),24+ ft.,1,20151109,2015-16,4,Jump Shot,Made
9,11,Restricted Area,Center(C),Less Than 8 ft.,1,20151109,2015-16,4,Layup Shot,Made
1,26,Restricted Area,Center(C),Less Than 8 ft.,1,20151109,2015-16,4,Finger Roll Layup Shot,Made
-40,31,In The Paint (Non-RA),Center(C),Less Than 8 ft.,0,20151109,2015-16,4,Hook Shot,Missed
10,9,Restricted Area,Center(C),Less Than 8 ft.,1,20151109,2015-16,4,Finger Roll Layup Shot,Made
-42,36,In The Paint (Non-RA),Center(C),Less Than 8 ft.,0,20151109,2015-16,4,Driving Hook Shot,Missed
232,7,Right Corner 3,Right Side(R),24+ ft.,1,20151111,2015-16,1,Jump Shot,Made
-107,228,Above the Break 3,Left Side Center(LC),24+ ft.,0,20151111,2015-16,2,Jump Shot,Missed
-27,13,Restricted Area,Center(C),Less Than 8 ft.,1,20151111,2015-16,2,Driving Layup Shot,Made
19,62,In The Paint (Non-RA),Center(C),Less Than 8 ft.,1,20151111,2015-16,2,Running Jump Shot,Made
17,21,Restricted Area,Center(C),Less Than 8 ft.,0,20151111,2015-16,3,Layup Shot,Missed
82,247,Above the Break 3,Right Side Center(RC),24+ ft.,0,20151113,2015-16,1,Jump Shot,Missed
45,28,In The Paint (Non-RA),Center(C),Less Than 8 ft.,1,20151113,2015-16,1,Driving Floating Jump Shot,Made
137,214,Above the Break 3,Right Side Center(RC),24+ ft.,0,20151113,2015-16,1,Jump Shot,Missed
9,38,Restricted Area,Center(C),Less Than 8 ft.,0,20151113,2015-16,2,Driving Layup Shot,Missed
-233,8,Left Corner 3,Left Side(L),24+ ft.,1,20151113,2015-16,2,Jump Shot,Made
127,218,Above the Break 3,Right Side Center(RC),24+ ft.,0,20151113,2015-16,4,Jump Shot,Missed
-11,46,In The Paint (Non-RA),Center(C),Less Than 8 ft.,0,20151113,2015-16,4,Finger Roll Layup Shot,Missed
-52,67,In The Paint (Non-RA),Left Side(L),8-16 ft.,0,20151113,2015-16,4,Jump Shot,Missed
0,11,Restricted Area,Center(C),Less Than 8 ft.,0,20151113,2015-16,4,Tip Layup Shot,Missed
20,7,Restricted Area,Center(C),Less Than 8 ft.,1,20151115,2015-16,1,Running Layup Shot,Made
151,208,Above the Break 3,Right Side Center(RC),24+ ft.,1,20151115,2015-16,2,Step Back Jump shot,Made
27,249,Above the Break 3,Center(C),24+ ft.,0,20151115,2015-16,2,Jump Shot,Missed
-47,28,In The Paint (Non-RA),Center(C),Less Than 8 ft.,1,20151115,2015-16,2,Hook Shot,Made
-160,198,Above the Break 3,Left Side Center(LC),24+ ft.,0,20151115,2015-16,3,Jump Shot,Missed
-25,16,Restricted Area,Center(C),Less Than 8 ft.,1,20151115,2015-16,3,Cutting Layup Shot,Made
0,1,Restricted Area,Center(C),Less Than 8 ft.,1,20151115,2015-16,4,Cutting Dunk Shot,Made
-214,144,Above the Break 3,Left Side Center(LC),24+ ft.,0,20151115,2015-16,4,Jump Shot,Missed
6,21,Restricted Area,Center(C),Less Than 8 ft.,1,20151115,2015-16,4,Layup Shot,Made
-25,87,In The Paint (Non-RA),Center(C),8-16 ft.,0,20151118,2015-16,1,Jump Shot,Missed
-16,80,In The Paint (Non-RA),Center(C),8-16 ft.,1,20151118,2015-16,2,Driving Floating Jump Shot,Made
15,75,In The Paint (Non-RA),Center(C),Less Than 8 ft.,1,20151118,2015-16,2,Driving Floating Jump Shot,Made
9,0,Restricted Area,Center(C),Less Than 8 ft.,1,20151118,2015-16,2,Running Layup Shot,Made
240,-6,Right Corner 3,Right Side(R),24+ ft.,0,20151118,2015-16,3,Jump Shot,Missed
2,8,Restricted Area,Center(C),Less Than 8 ft.,1,20151118,2015-16,4,Driving Finger Roll Layup Shot,Made
159,200,Above the Break 3,Right Side Center(RC),24+ ft.,0,20151118,2015-16,4,Pullup Jump shot,Missed
-12,2,Restricted Area,Center(C),Less Than 8 ft.,0,20151118,2015-16,4,Running Layup Shot,Missed
-233,31,Left Corner 3,Left Side(L),24+ ft.,0,20151119,2015-16,1,Jump Shot,Missed
-20,16,Restricted Area,Center(C),Less Than 8 ft.,0,20151119,2015-16,1,Driving Finger Roll Layup Shot,Missed
236,46,Right Corner 3,Right Side(R),24+ ft.,1,20151119,2015-16,2,Step Back Jump shot,Made
-60,0,In The Paint (Non-RA),Center(C),Less Than 8 ft.,1,20151119,2015-16,2,Jump Shot,Made
109,219,Above the Break 3,Right Side Center(RC),24+ ft.,0,20151119,2015-16,2,Jump Shot,Missed
0,1,Restricted Area,Center(C),Less Than 8 ft.,1,20151119,2015-16,3,Running Dunk Shot,Made
-24,3,Restricted Area,Center(C),Less Than 8 ft.,1,20151119,2015-16,3,Driving Layup Shot,Made
19,26,Restricted Area,Center(C),Less Than 8 ft.,1,20151119,2015-16,3,Floating Jump shot,Made
40,26,In The Paint (Non-RA),Center(C),Less Than 8 ft.,0,20151119,2015-16,4,Jump Bank Shot,Missed
20,247,Above the Break 3,Center(C),24+ ft.,1,20151119,2015-16,4,Jump Shot,Made
-12,65,In The Paint (Non-RA),Center(C),Less Than 8 ft.,1,20151119,2015-16,4,Floating Jump shot,Made
-19,56,In The Paint (Non-RA),Center(C),Less Than 8 ft.,1,20151121,2015-16,1,Floating Jump shot,Made
-179,174,Above the Break 3,Left Side Center(LC),24+ ft.,0,20151121,2015-16,1,Running Jump Shot,Missed
27,9,Restricted Area,Center(C),Less Than 8 ft.,0,20151121,2015-16,1,Layup Shot,Missed
0,41,In The Paint (Non-RA),Center(C),Less Than 8 ft.,0,20151121,2015-16,2,Jump Shot,Missed
-11,3,Restricted Area,Center(C),Less Than 8 ft.,0,20151121,2015-16,2,Layup Shot,Missed
4,18,Restricted Area,Center(C),Less Than 8 ft.,1,20151121,2015-16,2,Layup Shot,Made
120,237,Above the Break 3,Right Side Center(RC),24+ ft.,1,20151121,2015-16,2,Jump Shot,Made
-14,-5,Restricted Area,Center(C),Less Than 8 ft.,1,20151121,2015-16,3,Running Layup Shot,Made
-11,11,Restricted Area,Center(C),Less Than 8 ft.,1,20151121,2015-16,3,Driving Layup Shot,Made
30,321,Above the Break 3,Center(C),24+ ft.,0,20151121,2015-16,4,Jump Shot,Missed
27,7,Restricted Area,Center(C),Less Than 8 ft.,0,20151121,2015-16,4,Layup Shot,Missed
-14,3,Restricted Area,Center(C),Less Than 8 ft.,1,20151123,2015-16,2,Putback Layup Shot,Made
-102,234,Above the Break 3,Left Side Center(LC),24+ ft.,0,20151123,2015-16,2,Jump Shot,Missed
-2,252,Above the Break 3,Center(C),24+ ft.,1,20151123,2015-16,3,Jump Shot,Made
-20,75,In The Paint (Non-RA),Center(C),Less Than 8 ft.,0,20151123,2015-16,3,Jump Shot,Missed
-181,180,Above the Break 3,Left Side Center(LC),24+ ft.,0,20151123,2015-16,3,Jump Shot,Missed
12,7,Restricted Area,Center(C),Less Than 8 ft.,0,20151123,2015-16,4,Layup Shot,Missed
-235,120,Above the Break 3,Left Side Center(LC),24+ ft.,0,20151123,2015-16,4,Jump Shot,Missed
-11,-1,Restricted Area,Center(C),Less Than 8 ft.,1,20151125,2015-16,1,Driving Layup Shot,Made
168,193,Above the Break 3,Right Side Center(RC),24+ ft.,1,20151125,2015-16,1,Jump Shot,Made
-133,252,Above the Break 3,Left Side Center(LC),24+ ft.,1,20151125,2015-16,2,Jump Shot,Made
-4,0,Restricted Area,Center(C),Less Than 8 ft.,1,20151125,2015-16,2,Layup Shot,Made
-129,252,Above the Break 3,Left Side Center(LC),24+ ft.,0,20151125,2015-16,2,Jump Shot,Missed
-2,11,Restricted Area,Center(C),Less Than 8 ft.,0,20151125,2015-16,3,Layup Shot,Missed
-6,8,Restricted Area,Center(C),Less Than 8 ft.,1,20151125,2015-16,4,Driving Layup Shot,Made
-1,269,Above the Break 3,Center(C),24+ ft.,0,20151125,2015-16,4,Jump Shot,Missed
-222,183,Above the Break 3,Left Side Center(LC),24+ ft.,1,20151125,2015-16,4,Jump Shot,Made
-135,223,Above the Break 3,Left Side Center(LC),24+ ft.,1,20151127,2015-16,1,Jump Shot,Made
0,1,Restricted Area,Center(C),Less Than 8 ft.,1,20151127,2015-16,1,Driving Dunk Shot,Made
63,100,In The Paint (Non-RA),Right Side(R),8-16 ft.,0,20151127,2015-16,1,Running Jump Shot,Missed
0,1,Restricted Area,Center(C),Less Than 8 ft.,1,20151127,2015-16,1,Alley Oop Dunk Shot,Made
0,13,Restricted Area,Center(C),Less Than 8 ft.,1,20151127,2015-16,2,Cutting Layup Shot,Made
33,13,Restricted Area,Center(C),Less Than 8 ft.,1,20151127,2015-16,2,Cutting Layup Shot,Made
10,336,Above the Break 3,Center(C),24+ ft.,0,20151127,2015-16,2,Jump Shot,Missed
105,223,Above the Break 3,Right Side Center(RC),24+ ft.,0,20151127,2015-16,3,Jump Shot,Missed
-161,205,Above the Break 3,Left Side Center(LC),24+ ft.,1,20151127,2015-16,3,Jump Shot,Made
14,252,Above the Break 3,Center(C),24+ ft.,0,20151127,2015-16,4,Jump Shot,Missed
114,259,Above the Break 3,Right Side Center(RC),24+ ft.,1,20151128,2015-16,1,Pullup Jump shot,Made
4,8,Restricted Area,Center(C),Less Than 8 ft.,0,20151128,2015-16,1,Layup Shot,Missed
-110,234,Above the Break 3,Left Side Center(LC),24+ ft.,0,20151128,2015-16,2,Jump Shot,Missed
1,16,Restricted Area,Center(C),Less Than 8 ft.,0,20151128,2015-16,2,Tip Layup Shot,Missed
32,257,Above the Break 3,Center(C),24+ ft.,0,20151128,2015-16,2,Jump Shot,Missed
2,2,Restricted Area,Center(C),Less Than 8 ft.,0,20151128,2015-16,2,Tip Layup Shot,Missed
105,23,Mid-Range,Right Side(R),8-16 ft.,0,20151128,2015-16,3,Jump Shot,Missed
-6,75,In The Paint (Non-RA),Center(C),Less Than 8 ft.,0,20151128,2015-16,3,Jump Shot,Missed
-27,247,Above the Break 3,Center(C),24+ ft.,1,20151128,2015-16,4,Pullup Jump shot,Made
-7,252,Above the Break 3,Center(C),24+ ft.,1,20151128,2015-16,4,Pullup Jump shot,Made
43,18,In The Paint (Non-RA),Center(C),Less Than 8 ft.,1,20151130,2015-16,1,Driving Layup Shot,Made
14,249,Above the Break 3,Center(C),24+ ft.,0,20151130,2015-16,2,Jump Shot,Missed
30,41,In The Paint (Non-RA),Center(C),Less Than 8 ft.,0,20151130,2015-16,2,Driving Hook Shot,Missed
-81,242,Above the Break 3,Left Side Center(LC),24+ ft.,1,20151130,2015-16,2,Jump Shot,Made
97,224,Above the Break 3,Right Side Center(RC),24+ ft.,0,20151130,2015-16,3,Jump Shot,Missed
-19,7,Restricted Area,Center(C),Less Than 8 ft.,1,20151130,2015-16,4,Reverse Layup Shot,Made
1,257,Above the Break 3,Center(C),24+ ft.,0,20151130,2015-16,4,Jump Shot,Missed
-209,144,Above the Break 3,Left Side Center(LC),24+ ft.,1,20151130,2015-16,4,Jump Shot,Made
-27,8,Restricted Area,Center(C),Less Than 8 ft.,1,20151205,2015-16,1,Layup Shot,Made
43,2,In The Paint (Non-RA),Center(C),Less Than 8 ft.,0,20151205,2015-16,2,Driving Layup Shot,Missed
74,242,Above the Break 3,Center(C),24+ ft.,1,20151205,2015-16,2,Jump Shot,Made
153,183,Above the Break 3,Right Side Center(RC),24+ ft.,0,20151205,2015-16,2,Jump Shot,Missed
-4,41,In The Paint (Non-RA),Center(C),Less Than 8 ft.,1,20151205,2015-16,2,Jump Shot,Made
-245,18,Left Corner 3,Left Side(L),24+ ft.,0,20151205,2015-16,2,Jump Shot,Missed
22,43,In The Paint (Non-RA),Center(C),Less Than 8 ft.,0,20151205,2015-16,2,Layup Shot,Missed
-63,36,In The Paint (Non-RA),Center(C),Less Than 8 ft.,1,20151205,2015-16,2,Floating Jump shot,Made
0,1,Restricted Area,Center(C),Less Than 8 ft.,0,20151205,2015-16,2,Driving Dunk Shot,Missed
-43,678,Backcourt,Back Court(BC),Back Court Shot,0,20151205,2015-16,3,Jump Shot,Missed
-151,219,Above the Break 3,Left Side Center(LC),24+ ft.,0,20151205,2015-16,4,Jump Shot,Missed
102,224,Above the Break 3,Right Side Center(RC),24+ ft.,0,20151205,2015-16,4,Jump Shot,Missed
-63,31,In The Paint (Non-RA),Center(C),Less Than 8 ft.,1,20151205,2015-16,4,Jump Shot,Made
-29,13,Restricted Area,Center(C),Less Than 8 ft.,1,20151205,2015-16,4,Running Jump Shot,Made
-119,228,Above the Break 3,Left Side Center(LC),24+ ft.,0,20151206,2015-16,1,Jump Shot,Missed
0,1,Restricted Area,Center(C),Less Than 8 ft.,1,20151206,2015-16,1,Dunk Shot,Made
17,7,Restricted Area,Center(C),Less Than 8 ft.,1,20151206,2015-16,1,Driving Layup Shot,Made
-1,16,Restricted Area,Center(C),Less Than 8 ft.,0,20151206,2015-16,2,Tip Layup Shot,Missed
163,183,Above the Break 3,Right Side Center(RC),24+ ft.,0,20151206,2015-16,3,Jump Shot,Missed
-219,2,Mid-Range,Left Side(L),16-24 ft.,0,20151206,2015-16,3,Jump Shot,Missed
-9,242,Above the Break 3,Center(C),24+ ft.,1,20151206,2015-16,3,Jump Shot,Made
9,0,Restricted Area,Center(C),Less Than 8 ft.,0,20151206,2015-16,4,Layup Shot,Missed
156,195,Above the Break 3,Right Side Center(RC),24+ ft.,1,20151206,2015-16,4,Jump Shot,Made
-4,26,Restricted Area,Center(C),Less Than 8 ft.,1,20151208,2015-16,1,Driving Layup Shot,Made
-81,46,Mid-Range,Left Side(L),8-16 ft.,0,20151208,2015-16,1,Jump Shot,Missed
35,11,Restricted Area,Center(C),Less Than 8 ft.,1,20151208,2015-16,1,Driving Layup Shot,Made
-78,229,Above the Break 3,Left Side Center(LC),24+ ft.,1,20151208,2015-16,2,Jump Shot,Made
25,242,Above the Break 3,Center(C),24+ ft.,0,20151208,2015-16,2,Jump Shot,Missed
32,23,Restricted Area,Center(C),Less Than 8 ft.,0,20151208,2015-16,2,Layup Shot,Missed
2,252,Above the Break 3,Center(C),24+ ft.,0,20151208,2015-16,2,Jump Shot,Missed
-30,16,Restricted Area,Center(C),Less Than 8 ft.,1,20151208,2015-16,2,Layup Shot,Made
101,232,Above the Break 3,Right Side Center(RC),24+ ft.,0,20151208,2015-16,2,Jump Shot,Missed
130,218,Above the Break 3,Right Side Center(RC),24+ ft.,1,20151208,2015-16,3,Jump Shot,Made
2,26,Restricted Area,Center(C),Less Than 8 ft.,1,20151208,2015-16,3,Layup Shot,Made
-225,101,Above the Break 3,Left Side Center(LC),24+ ft.,1,20151208,2015-16,3,Jump Shot,Made
-4,110,In The Paint (Non-RA),Center(C),8-16 ft.,0,20151208,2015-16,4,Jump Shot,Missed
-79,28,In The Paint (Non-RA),Left Side(L),8-16 ft.,0,20151208,2015-16,4,Jump Shot,Missed
156,198,Above the Break 3,Right Side Center(RC),24+ ft.,0,20151208,2015-16,4,Jump Shot,Missed
191,154,Above the Break 3,Right Side Center(RC),24+ ft.,0,20151208,2015-16,4,Jump Shot,Missed
-17,10,Restricted Area,Center(C),Less Than 8 ft.,0,20151210,2015-16,1,Running Layup Shot,Missed
12,8,Restricted Area,Center(C),Less Than 8 ft.,1,20151210,2015-16,1,Cutting Layup Shot,Made
-88,228,Above the Break 3,Left Side Center(LC),24+ ft.,0,20151210,2015-16,1,Jump Shot,Missed
46,3,In The Paint (Non-RA),Center(C),Less Than 8 ft.,1,20151210,2015-16,2,Driving Layup Shot,Made
0,1,Restricted Area,Center(C),Less Than 8 ft.,1,20151210,2015-16,2,Dunk Shot,Made
30,80,In The Paint (Non-RA),Center(C),8-16 ft.,0,20151210,2015-16,2,Turnaround Jump Shot,Missed
-184,170,Above the Break 3,Left Side Center(LC),24+ ft.,0,20151210,2015-16,3,Jump Shot,Missed
43,13,In The Paint (Non-RA),Center(C),Less Than 8 ft.,0,20151210,2015-16,3,Driving Layup Shot,Missed
